0,0,23278,1
2,0,23642,1
0,0,24187,1
2,0,24369,1
0,0,24733,1
2,0,25096,1
0,0,25642,1
2,0,25824,1
0,0,26187,1
2,0,26551,1
0,0,27096,1
2,0,27278,1
0,0,27642,1
2,0,28006,1
0,0,28551,1
2,0,28733,1
1,0,29096,1
3,0,29460,1
1,0,30006,1
3,0,30187,1
1,0,30551,1
3,0,30915,1
1,0,31460,1
3,0,31642,1
1,0,32006,1
3,0,32369,1
1,0,32915,1
3,0,33096,1
0,0,33460,1
3,0,33824,1
0,0,34369,1
3,0,34551,1
0,0,34915,1
2,0,35278,1
0,0,35824,1
2,0,36006,1
0,0,36369,1
2,0,36733,1
0,0,37278,1
2,0,37460,1
0,0,37824,1
3,0,38187,1
0,0,38733,1
3,0,38915,1
0,0,39278,1
1,0,39642,1
0,0,40187,1
3,0,40369,1
0,0,40733,1
3,0,41096,1
0,0,41642,1
1,0,41824,1
0,0,42187,1
2,0,42551,1
0,0,43096,1
2,0,43278,1
1,0,43642,1
2,0,44006,1
1,0,44551,1
2,0,44733,1
2,0,45096,1
2,0,45278,1
2,0,45460,1
0,0,45460,1
2,0,45642,1
2,0,45824,1
2,0,46006,1
2,0,46187,1
2,0,46369,1
2,0,46551,1
0,0,46915,1
2,0,47460,1
0,0,47642,1
2,0,48006,1
0,0,48369,1
2,0,48915,1
0,0,49096,1
2,0,49460,1
0,0,49824,1
2,0,50369,1
0,0,50551,1
2,0,50915,1
0,0,51278,1
2,0,51824,1
0,0,52006,1
2,0,52369,1
0,0,52733,1
3,0,53096,1
2,0,53278,1
0,0,53460,1
2,0,53824,1
1,0,54187,1
2,0,54733,1
1,0,54915,1
3,0,55460,1
1,0,55824,1
3,0,56369,1
1,0,56551,1
2,0,56733,1
1,0,56915,1
0,0,57096,1
0,0,57460,1
1,0,57642,1
2,0,57824,1
3,0,58006,1
3,0,58187,1
0,0,58551,1
3,0,59096,1
0,0,59278,1
0,0,59642,1
3,0,59642,1
2,0,60006,1
2,0,60369,1
2,0,60551,1
2,0,60733,1
0,0,60733,1
